Andere Liste,Firmenname,Kennzeichnung Link,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Anlagen/Anteile an Anlagen,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
,Stadtwerke Walldürn GmbH,https://www.sw-wallduern.de/produkte/strom/strommix,,,,,,A,X,,,,,,,,,
,Stadtwerke Waltrop GmbH & Co. KG,https://www.stadtwerke-waltrop.de/fileadmin/dokumente/SWW_Energietraegermix_2017.png,,,,,,A,X,,,,,,,,,
,Stadtwerke Waren GmbH,"https://www.stadtwerke-waren.de/01,03,00.html",,,,,,A,X,,,,,,,,,
,Stadtwerke Wasserburg a. Inn,http://www.stadtwerke-wasserburg.de/Stromkennzeichnung%202017.pdf,,Max-Emanuel-Platz 6,83512,Wasserburg a. Inn,http://www.stadtwerke-wasserburg.de,A,X,,,,,,,,,
,Stadtwerke Wedel GmbH,https://www.stadtwerke-wedel.de/de/Energie-Wasser/Linke-Seite/Strommix-2017-Stadtwerke-Wedel-GmbH.pdf,,Feldstraße 150,22880,Wedel,https://www.stadtwerke-wedel.de,A,X,,,,,,,,,
,Stadtwerke Weiden i.d.OPf.,https://www.stadtwerke-weiden.de/_Resources/Persistent/c5c5f95666010f28294717700bb5bdb7d0ef871c/Stromkennzeichnung%202017%20Internet.jpg,,Gaswerkstr. 20,92637,Weiden i.d.OPf.,https://stadtwerke-weiden.de,A,X,,,,,,,,,
,Stadtwerke Weilburg GmbH,http://www.stadtwerke-weilburg.de/inhalt/veroeffentlichungen/pdf/2017/gb_stw_2017.pdf,nicht aktuell,Lessingstraße 6,35781,Weilburg,https://www.stadtwerke-weilburg.de,A,X,,,,,,,,,
,Stadtwerke Weilheim i.OB,http://www.stawm.de/fileadmin/Webdata/energie/Flyer_DinLang_v2_301014_nov_14.pdf,nicht aktuell,Krumpperstraße 21,82362,Weilheim i.OB,http://www.stawm.de,A,X,,,,,,,,,
,Stadtwerke Weimar Stadtversorgungs-GmbH,https://sw-weimar.de/fileadmin/user_upload/sww/Inhalte/Unternehmen/Stromkennzeichnung_2018_Basis_2017_Internet_farbig.pdf,,Industriestraße 14,99427,Weimar,https://sw-weimar.de,A,X,,,,,,,,,
,Stadtwerke Weinheim GmbH,https://www.sww.de/de/Strom/Stromkennzeichnung.php,,Breitwieserweg 5,69469,Weinheim,https://www.sww.de,A,X,,,,,,,,,
,Stadtwerke Weinstadt,https://www.stadtwerke-weinstadt.de/willkommen,nicht vorhanden,,,,,A,X,,,,,,,,,
,Stadtwerke Weißenburg GmbH,https://www.sw-wug.de/downloads/strom/Stromkennzeichnung_2017.pdf,,Schlachthofstraße 19,91781,Weißenburg / Bayern,https://www.sw-wug.de,A,X,,,,,,,,,
,Stadtwerke Weißenfels GmbH,https://stadtwerke-wsf.de/unternehmen/zahlen/,nicht aktuell,Südring 120,6667,Weißenfels,https://stadtwerke-wsf.de,A,X,,,,,,,,,
,Stadtwerke Weißwasser GmbH,https://www.stadtwerke-weisswasser.de/privatkunden/produkte/strom/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Werdau GmbH,https://www.stadtwerke-werdau.de/component/jdownloads/send/1-root/518-stromkennzeichnung-2017-gesamter-energiemix.html,,Zwickauer Straße 39,8412,Werdau,https://www.stadtwerke-werdau.de,A,X,,?,,,,,,,
,Stadtwerke Werl GmbH,https://www.stadtwerke-werl.de/_Resources/Persistent/3b8a35c01578f96c2e2a764b145c0b9bb3644661/Stromkennzeichen%202017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Wernigerode GmbH,https://www.stadtwerke-wernigerode.de/_Resources/Persistent/1443950e7d2104d67f4c7f3c5a7f46e09efe6f1b/SWW_Stromkennzeichnung_2017.pdf,,Am Kupferhammer 38,38855,Wernigerode,https://www.stadtwerke-wernigerode.de,A,X,,,,,,,,,
,Stadtwerke Wertheim GmbH,https://www.stadtwerke-wertheim.de/de/Strom/Stromkennzeichnung/,,Mühlenstr. 60,97877,Wertheim,https://www.stadtwerke-wertheim.de,A,X,,,,,,,,,
,Stadtwerke Wesel GmbH,https://www.stadtwerke-wesel.de/strom.html,nicht aktuell,Emmericher Str. 11 - 29,46485,Wesel,https://www.stadtwerke-wesel.de,A,X,,?,,,,,,,
,Stadtwerke Weserbergland GmbH,https://www.stadtwerke-weserbergland.de/stromkennzeichnungen.html,,Hafenstraße 14,31785,Hameln,https://www.stadtwerke-weserbergland.de,A,X,,,,,,,,,
,Stadtwerke Willich GmbH,https://stadtwerke-willich.de/wp-content/uploads/sites/3/2018/11/STW-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,Brauereistraße 7,47877,Willich,https://stadtwerke-willich.de/,A,X,,,,,,,,,
,Stadtwerke Wilster,https://www.stadtwerke-wilster.de/oekostrom/oekostrom/,nicht aktuell,Klosterhof 31,25554,Wilster,https://www.stadtwerke-wilster.de,A,X,,,,,,,,,
,Stadtwerke Windsbach,https://www.stadtwerke-windsbach.de/index.php?id=334,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Winnenden GmbH,https://stadtwerke-winnenden.de/Files/Kundeninformationen/Stromkennzeichnung-Diagramm-Website-2019.pdf,,Wiesenstr. 10,71364,Winnenden,https://stadtwerke-winnenden.de,A,X,,,,,,,,,
,Stadtwerke Winsen (Luhe) GmbH,https://www.stw-winsen.de/privatkunden/strom/informationen/#strommix,,Schloßring 50,21423,Winsen (Luhe),https://www.stw-winsen.de,A,X,,,,,,,,,
,Stadtwerke Wismar GmbH,https://www.stadtwerke-wismar.de/privatkunden/strom/infos-zu-wismarstrom/,,Flöter Weg 6 -12,23970,Wismar,https://www.stadtwerke-wismar.de,A,X,,,,,,,,,
,Stadtwerke Wissen GmbH,http://www.siegtalstrom.de/stromkennzeichnung/,,Wiesenstraße 2,57537,Wissen,https://www.stadtwerke-wissen.de,R,,,,,,,,FirstClimate-Naturstrom Wasser und Wald,,
,Stadtwerke Wittenberge GmbH,https://www.stadtwerke-wittenberge.de/files/stadtwerke/media/pdf/wir-strom/wir-strom-flex/Stromkennzeichnung%202016%20f%C3%BCr%202017.pdf,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Witten GmbH,https://www.stadtwerke-witten.de/produkte/strom/strommix,,,,,,A,X,,,,,,,,,
,Stadtwerke Wolfenbüttel GmbH,https://www.stadtwerke-wf.de/_Resources/Persistent/e91ee0fb1a8534a9bed0a147d17bf821d4b0ee89/Energietr%C3%A4germix%202017.pdf,FEHLER Umweltbelastungen,Am Wasserwerk 2,38304,Wolfenbüttel,https://www.stadtwerke-wf.de,A,X,,,,,,,,,
,Stadtwerke Wolfhagen GmbH,https://www.stadtwerke-wolfhagen.de/index.php/strom/stromherkunft-stadtwerke-wolfhagen#Stromherkunft,,Siemensstraße 10,34466,Wolfhagen,https://www.stadtwerke-wolfhagen.de,A,X,,X,,,,X,x,,hohes engagement
,Stadtwerke Wolmirstedt GmbH,https://stadtwerke-wolmirstedt.de/sites/default/files/energiemix_2017_homepage.pdf,FEHLER Deutschland-Mix,,,,,A,X,,,,,,,,,
,Stadtwerke Wunstorf GmbH & Co. KG,http://www.stadtwerke-wunstorf.de/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Würzburg AG,https://www.wvv.de/de/media/img/bilder/energie-_-wasser/wissenswertes/emix_2016_web.pdf,,Haugerring 5,97070,Würzburg,https://www.wvv.de,A,X,,,,,,,,,
,Stadtwerke Zeil am Main,https://stadtwerke-zeil.de/strom/naturstrom/,nicht aktuell,Bamberger Str. 20,97475,Zeil a. Main,https://stadtwerke-zeil.de,A,X,,,,,,,,,
,Stadtwerke Zeitz GmbH,https://www.stadtwerke-zeitz.de/stadtwerke-zeitz/veroeffentlichungspflichten/,nicht aktuell,Geußnitzer Straße 74,6712,Zeitz,https://www.stadtwerke-zeitz.de,A,X,,,,,,,,,
,Stadtwerke Zeven GmbH,https://www.stadtwerke-zeven.de/de/Strom/Stromkennzeichnung/,,Vitus-Platz 1,27404,Zeven,https://www.stadtwerke-zeven.de,A,X,,,,,,,,,
,Stadtwerke Zirndorf GmbH,https://www.stadtwerke-zirndorf.de/strom/info-und-formulare.html,,Schützenstr. 12,90513,Zirndorf,https://www.stadtwerke-zirndorf.de,A,X,,,,,,,,,
,Stadtwerke Zittau GmbH,https://stadtwerke-zittau.de/swzittau/content/privatkunden/strom/stromherkunft,,Friedensstraße 17,2763,Zittau,https://stadtwerke-zittau.de,A,X,,,,,,,,,
,Stadtwerke Zweibrücken GmbH,https://www.stadtwerke-zw.de/privatkunden/strom/stromkennzeichnung/,,Gasstraße 1,66482,Zweibrücken,https://www.stadtwerke-zw.de,A,X,,,,,,,,,
,Stadtwerke Zwiesel,https://stadtwerke.zwiesel.de/werke/strom/veroeffentlichungen.html,,Fürhaupten 9,94227,Zwiesel,https://stadtwerke.zwiesel.de,A,X,,,,,,,,,
,Stadtwerk Haßfurt GmbH,http://www.stadtwerkhassfurt.de/stromkennzeichnung1,nicht aktuell,Augsfelder Str.6,97437,Haßfurt,https://www.stwhas.de/,A,X,,,,X,,,,,
,Stadtwerk Külsheim GmbH,https://stadtwerk-kuelsheim.de/privatkunden/strom/,nicht aktuell,Kirchbergweg 7,97900,Külsheim,https://www.stwhas.de/,A,X,,,,X,,,,,
,Stadtwerk Rheda-Wiedenbrück GmbH & Co. KG,https://www.stadtwerk-rw.de/oekostrom/,,Rathausplatz 13,33378,Rheda-Wiedenbrück,https://www.stadtwerk-rw.de,RC,,,,,,,,KlimaInvest-ÖkostromRE,,
,Stadtwerk Tauberfranken GmbH,https://stadtwerk-tauberfranken.de/fileadmin/user_upload/20181009_Strommix_Stadtwerk_Tauberfranken_GmbH_f%C3%BCr_Internet.pdf,,Max-Planck-Str. 5,97980,Bad Mergentheim,https://stadtwerk-tauberfranken.de/,A,X,,,,X,,,,,
,Stadtwerk Verl GmbH,https://sw-verl.de/energiemix/,nicht aktuell,,,,,A,X,,,,,,,,,
,STAWAG Stadtwerke Aachen Aktiengesellschaft,https://www.stawag.de/fileadmin//stawag/content/Dokumente/Strom/Stromkennz_Strommix_STAWAG_85x152_171030.pdf,,Lombardenstr. 12-22,52070,Aachen,https://www.stawag.de/,A,X,,,,,,,,,
,Steingass Mineralöle GmbH,https://www.heizoel-steingass.de/site.php?PARENT=5a169458921a5,nicht aktuell ,,,,,A,X,,,,,,,,,
,Stern Strom GmbH,https://www.sternstrom.de/global/pdf/sternstrom/Strommix-2017-Stern-Strom-GmbH.pdf,,,,,,A,X,,,,,,,,,
,STIEBEL ELTRON UmweltStromPlus - in Kooperation mit der Digital Energy Solutions GmbH & Co. KG,https://www.umweltstrom.plus/,,,,,https://strom.digital-energysolutions.de/,?,X,?,?,,,,,TÜV Nord,,"Bei UmweltStromPlus handelt es sich um eine Kooperation zwischen Stiebel Eltron und Digital Solutions, Digital Energy Solutions ist ein Joint Venture der BMW Group und der Viessmann Group"
,stm Stadtwerke Meerbusch GmbH,https://stadtwerke-meerbusch.de/wp-content/uploads/sites/5/2018/11/STM-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,Kaarster Straße 135,40670,Meerbusch,https://stadtwerke-meerbusch.de,A,X,,,,,,,,,
,strasserauf - eine Marke der Energieversorgung Oberhausen AG,https://www.strasserauf.de/produkte/strom.html,,,,,,A,X,,,,,,,,,
,STROGON GmbH,https://strogon.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
,Strom.Manufaktur - eine Marke der DREWAG - Stadtwerke Dresden GmbH,https://www.strommanufaktur.net/unser-produkt/oekostrom.html,,,,,,A,X,,,,,,,,,
,Strom Germering GmbH,https://strom-germering.de/strom-fuer-germering/strom-mix/,,,,,,A,X,,,,,,,,,
,Stromio GmbH,https://www.stromio.de/stromkennzeichnung.html,nicht aktuell,Postfach 1463,39004,Magdeburg,https://www.stromio.de,A,X,,,,,,,,,
,Strom- und Gasversorgung Versmold GmbH,https://www.stadtwerke-versmold.de/fileadmin/user_upload/swv/service/veroeffentlichungen/Stromkennzeichnung_SWV.pdf,,,,,,A,X,,,,,,,,,
,Stromversorgung Angermünde GmbH,http://www.sw-angermuende.de/stromkennzeichnung.html,FEHLER mit EEG,,,,,A,X,,,,,,,,,
,Stromversorgung der Gemeinde Hemhofen,https://www.hemhofen.de/fileadmin/Dateien/Stromversorgung/Pflichtangaben/Energiemix_2017_2019_Hemhofen.pdf,,Blumenstraße 25,91334,Hemhofen,https://www.hemhofen.de,A,X,,,,,,,,,
,Stromversorgung Greding eG,https://www.raiba-gretha.de/content/dam/f0637-0/SVG/Gesetze_Verordnungen/Kennzeichnung_2017.pdf,,Marktplatz 9,91171,Greding,https://www.raiba-gretha.de,A,X,,,,,,,,,
,Stromversorgung Greifswald GmbH,https://www.sw-greifswald.de/Energie/Strom/Service/Stromkennzeichnung,,Gützkower Landstraße 19-21,17489,Greifswald,https://www.sw-greifswald.de,A,X,,,,,,,,,
,Stromversorgung Inzell eG,https://www.stromversorgung-inzell.de/index.php/de/home/100-wasserkraft,,Bauhofstr. 15,83334,Inzell,https://www.stromversorgung-inzell.de,RC,,,?,,,,,,,
,Stromversorgung Markt Egloffstein,https://www.egloffstein.de/seite/de/markt/664/-/Vertrieb.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stromversorgung Neunkirchen GmbH,http://www.stwl.lauf.de/laufGips/StWL/stwl.lauf.de/Strom/Service/gesetzliche-Veroeffentlichungen/gesetzliche-Veroeffentlichungen/StWL-Berechnungstool-Strommix-2017.pdf#search=stromkennzeichnung,,Sichartstraße 49,91207,Lauf a. d. Pegnitz,http://www.stwl.lauf.de,A,X,,X,,,,X,Grüner Strom,,bio Erdgas
,Stromversorgung Ruhpolding GmbH,https://www.strom-ruhpolding.de/strom/grundversorgung.html,FEHLER fehlerhafte Kennzeichnung,Rathausstraße 12,83324,Ruhpolding,https://www.strom-ruhpolding.de,A,X,Zusammenarbeit mit dem Bayernwerk,,,,,,,,
,Stromversorgung Schierling eG,http://www.schierling-strom.de/pdf/mix2017.jpg,,Dorfmühlstraße 4,84069,Schierling,http://www.schierling-strom.de,A,X,,,,,,,,,
,Stromversorgung Seebruck eG,http://www.chiemsee-strom.de/Portals/Stammportal/Dokumente/Stromkennzeichnung%202017.pdf,,Haushofer Str. 20,83358,Seebruck am Chiemsee,https://chiemsee-strom.com,A,X,,,,,,,,,
,Stromversorgung Sulz GmbH,https://www.stromversorgung-sulz.de/service_energietraegermix.htm,nicht aktuell,Am Markplatz 1,72172,Sulz a. N.,https://www.stromversorgung-sulz.de,A,X,,,,,,,,,
,Stromversorgung Unterwössen Döllerer & Greimel GmbH,https://static.ew-unterwoessen.de/files/vertrieb/2017/Stromkennzeichnung_2017.pdf,FEHLER Überschuss,,,,,A,X,,,,,,,,,
,Stromversorgung Zerbst GmbH & Co. KG,https://www.stadtwerke-zerbst.de/svz/wp-content/uploads/2018/11/2018-11_Serviceinfo_SVZ_web.pdf,,Dessauer Str. 76,39261,Zerbst,https://www.stadtwerke-zerbst.de,A,X,,,,,,,,,
,Strom von Föhr Vertriebs-GmbH,https://www.strom-von-foehr.de/,nicht aktuell,Buurnstrat 79,25938,Oevenum,https://www.strom-von-foehr.de/,A,X,,X,,,,X,TÜV Nord,,
,strotög GmbH Strom für Töging,https://www.strotoeg.de/kontakt/veroeffentlichung.php,nicht aktuell,Werkstraße 1,84513,Töging a. Inn,https://www.strotoeg.de,A,X,,,,,,,,,
,stuttgartENERGIE - Eine Marke der Stadtwerke Stuttgart Vertriebsgesellschaft mbH,https://stadtwerke-stuttgart.de/produkte/oekostrom/,,Friedrichstraße 45,70174,Stuttgart,https://www.stadtwerke-stuttgart.de,R,,,?,,,,X,TÜV Nord,,
,StWL Städtische Werke Lauf a.d. Pegnitz GmbH,http://www.stwl.lauf.de/laufGips/StWL/stwl.lauf.de/Strom/Service/gesetzliche-Veroeffentlichungen/gesetzliche-Veroeffentlichungen/StWL-Berechnungstool-Strommix-2017.pdf#search=stromkennzeichnung,,,,,,A,X,,,,,,,,,
,SÜC Energie und H2O GmbH,https://www.suec.de/coburgGips/SUEC/suec.de/Service/Haeufige-Fragen/Haeufige-Fragen/Stromkennzeichen-11-2018.pdf#search=stromkennzeichnung%20-%20stand:%20nov.%202018,,,,,,A,X,,,,,,,,,
,SUEnergie GmbH & Co. KG,http://www.suenergie.com/main/home.html,nicht vorhanden,,,,,A,X,,,,,,,,,
True,sunshine energie - eine Marke der SWR Energie . Service . Bau GmbH,www.stadtwerke-rothenburg.de/images/swr_downloads/gesetze-und-verordnungen/strom/SWR_Stromkennzeichnung_Neu.pdf,www.stadtwerke-rothenburg.de/unternehmen/presse/presseberichte/511-beteiligung-an-der-swr-energie-service-bau-gmbh.html,,,,https://www.sunshineenergy.de/,A,Stadtwerke Rothenburg sind 100% Eigentümer der SWR Energie . Service . Bau GmbH und die Stadtwerke vertreiben Kohle-und Atomstrom,,,,,,,,,
,susiEnergie GmbH,https://www.susi-energie.de/oekostrom-kennzeichnung,,Gerberstraße 7,88250,Weingarten,https://www.susi-energie.de,B,,"ENBW Beteiligung: 25,1%",X,,,,,OKPower,,
,Süwag Vertrieb AG & Co. KG,"https://www.suewag.de/privatkunden/rechtliches/stromkennzeichnung  https://produktwelt.suewag.de/
77,6 % der Anteile werden von Innogy SE gehalten; der Rest des Kapitals ist in der Hand von 15 kommunalen Eigentümern sowie freien Aktionären.",,Schützenbleiche 9-11,65929,Frankfurt am Main,https://www.suewag.de,A,X,,,,,,,,,
,SVH Stromversorgung Haar GmbH,https://www.haar24.com/privatkunden/strom/stromkennzeichnung,,Blumenstr. 3,85540,Haar,https://www.haar24.com,A,X, beteiligung der NERGIE,X,,,,,,,
,SVI - Stromversorgung Ismaning GmbH,https://stromversorgung-ismaning.de/wp-content/uploads/Stromkennzeichnung_2017.pdf,,Mayerbacherstr. 42,85737,Ismaning,https://stromversorgung-ismaning.de,A,X,,,,,,,,,
,SVO Vertrieb GmbH,https://www.svo.de/privatkunden/service/musterrechnung/energie-mix/,nicht aktuell,Sprengerstraße 2,29223,Celle,https://www.svo.de,A,X,,,,,,,,,
,SVS-Versorgungsbetriebe GmbH,https://www.svs-versorgung.de/de/strom/Preise_und_Tarife/strom_preise_tarife2008.html,,Von-Ardenne-Straße 8,48703,Stadtlohn,https://www.svs-versorgung.de,A,X,,,,,,,,,
,SWB Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,https://www.stadtwerke-bonn.de/fileadmin/strom/stromkennzeichnung/Stromkennzeichnung.pdf,,,,,www.stadtwerke-bonn.de,A,X,,,,,,,,,
,SWB Stadtwerke Biedenkopf GmbH,https://www.stadtwerke-biedenkopf.de/stadtwerke-wAssets/docs/strom/rechnungserklaerung/Stromkennzeichnung-2017.pdf,,Mühlweg 16,35216,Biedenkopf,https://www.stadtwerke-biedenkopf.de,A,X,,,,,,,,,
,swb Vertrieb Bremen GmbH,https://www.swb.de/-/media/files/strom/stromkennzeichnung-hb.pdf,,,,,,A,X,,,,,,,,,
,swb Vertrieb Bremerhaven GmbH & Co. KG,https://www.swb.de/-/media/files/strom/stromkennzeichnung-bhv.pdf,,,,,,A,X,,,,,,,,,
,SWE Energie GmbH,https://www.stadtwerke-erfurt.de/pb/swe/produkte+_+leistungen/energie+_+wasser/stromkennzeichnung,,,,,,A,X,,,,,,,,,
,switch green - in Kooperation mit der LichtBlick SE,https://www.lichtblick.de/privatkunden/oekostrom/stromkennzeichnung/,MEP Werke GmbH,Mies-van-der-Rohe-Str. 6,80807,München,https://mep-werke.de/switch-green/,XX,,,,,regional oder überregional?,,,,,MEP vertreibt in Kooperation mit LichtBlick ökostrom sowie klimaneutrales Erdgas und vermietet z.B. Solaranlagen
,SWK Energie GmbH,https://www.swk.de/privatkunden/energie/strom/strommix-der-swk.html,,,,,,A,X,,,,,,,,,
,SWK Stadtwerke Kaiserslautern Versorgungs AG,https://www.swk-kl.de/de/privatkunden/produkte-leistungen/strom/energietraegermix.html,,Mies-van-der-Rohe-Str. 6,67655,Kaiserslautern,https://www.swk-kl.de,A,X,,,,,,,,,
,SWM Versorgungs GmbH,https://www.swm.de/dam/swm/dokumente/m-strom/stromkennzeichnung.pdf,,Emmy-Noether-Straße 2,80992,München,https://www.swm.de,A,X,,,,,,,,,
,SWN Stadtwerke Neumünster GmbH,https://www.stadtwerke-neumuenster.de/energie/strom/allgemeines-zu-swn-strom/,nicht aktuell,,,,,A,X,,,,,,,,,
,SWN Stadtwerke Neustadt GmbH,https://swn-nec.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
,SWN Stadtwerke Northeim GmbH,https://www.stadtwerke-northeim.de/strom/stromkennzeichnung/,,Am Mühlenanger 1,37154,Northeim,https://www.stadtwerke-northeim.de,A,X,,,,,,,,,
,SWP Stadtwerke Pforzheim GmbH & Co. KG,https://www.stadtwerke-pforzheim.de/download/netznutzer/strom/stromkennzeichnung_swp_okt_2017.pdf,,Sandweg 22,75179,Pforzheim,https://www.stadtwerke-pforzheim.de,A,X,,,,,,,,,
,SWR Energie GmbH & Co. KG,https://www.stadtwerke-roedental.de/images/pdfs/strom/Stromkennzeichnung_2017.pdf,,,,,,A,X,,,,,,,,,
,SWS Stadtwerke Stralsund GmbH,https://www.stadtwerke-stralsund.de/media/download/sws-energie-gmbh/sws_zusatzinfo_291018.pdf,,Frankendamm 7,18439,Stralsund,https://www.stadtwerke-stralsund.de,A,X,,,,,,,,,
,SWT Stadtwerke Trier Versorgungs-GmbH,https://www.swt.de/swt/Integrale?SID=13D6337C7EFEA332558E4D0385AB869A&ACTION=ViewMediaObject&MODULE=Frontend.Media&Media.Object.ObjectType=full&Media.PK=3174,,Ostallee 7-13,54290,Trier,https://www.swt.de,A,X,,,,,,,,,
,SWU Energie GmbH,https://www.swu.de/fileadmin/content/energie-wasser/strom/SWU-Strommix.pdf,FEHLER keine 100 Proent,,,,,A,X,,,,,,,,,
,SWV Regional GmbH,https://www.swv-regional.de/fileadmin/user_upload/swv-r/service/Stromkennzeichnung_SWVR.pdf,,,,,https://www.swv-regional.de,RC,,,?,,,,,,,
,SWW Wunsiedel GmbH,https://www.s-w-w.com/strom/vertrieb.html#c1186,nicht aktuell,Rot-Kreuz-Str. 6,95632,Wunsiedel,https://www.s-w-w.com,A,X,,,,,,,,,
,TauberEnergie Kuhn,https://www.tauberenergie-kuhn.de/index.php,nicht vorhanden,Engelsbergstraße 1,97980,Bad Mergentheim,https://www.tauberenergie-kuhn.de/,A,X,X,,,,,teilweise,,,Zertifikate für Energie aus dem Parterkraftwerk
True,TEAG Thüringer Energie AG,https://www.thueringerenergie.de/Ueber_uns/Mediathek/Veroeffentlichungspflichten/Stromkennzeichnung,,,,,,A,,,,,,,,,,
,team energie GmbH & Co. KG,https://teamstrom.de/Strom/Strom_Produkte,,team Allee 22,24392,Süderbrarup,https://www.team.de/energie.html,??,,X,?,?,,,,,,Kaufen 100% Strom aus Wasserkraft aus Norwegen; Netzbetreiber in Berlin wäre Vattenfall - was heißt das?
,Technische Werke der Gemeinde Losheim GmbH,https://www.twl-losheim.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
,Technische Werke Ludwigshafen AG,http://www.twl.de/de/Privatkunden/Strom/Stromkennzeichnung/Stromzusammensetzung/Stromkennzeichnung.pdf,,Industriestraße 3,67063,Ludwigshafen,https://www.twl.de/privatkunden/,A,X,,,,,,,,,regional
,Technische Werke Naumburg GmbH,https://www.twn-naumburg.de/fileadmin/user_upload/Strom_Privatkunden/Informationen/TW_Naumburg_Strom_2017_Stromzusammensetzung_Seite_1.pdf,,,,,,A,X,,,,,,,,,
,Technische Werke Osning GmbH,https://www.two.de/wp-content/uploads/sites/5/2018/12/Stromkennzeichnung_Stromlieferung_2017.pdf,,Gartnischer Weg 127,33790,Halle in Westfalen,https://www.two.de/,A,X,,,,,,,,,regional
,Technische Werke Schussental GmbH & Co. KG,https://www.tws.de/de/Strom/Stromkennzeichnung/,,Schussenstraße 22,88212,Ravensburg,https://www.tws.de/startseite,R,,,,,,,,OKPower,,regional
,Teckwerke Bürgerenergie eG,https://teckwerke.de/teckstrom/stromherkunft,nicht aktuell,Paradiesstr. 23 - 25,73230,Kirchheim unter Teck,https://teckwerke.de/,A,X,,,,,,,Grüner Strom,,regional
,Teutoburger Energie Netzwerk eG,https://www.ten-eg.de/privatkunden/strom/stromkennzeichnung,,Höhenweg 14,49170,Hagen a.T.W,https://www.ten-eg.de/,A,X,,,,,,,,,
,Thüga Energie GmbH,https://inciti.net/data/department/3/strom_kennzeichnung.pdf,,Industriestraße 9,78224,Singen,https://thuega-energie-gmbh.de/Privatkunden.13037.html,A,X,,,,,,,,,
,Thüringer Energie AG,https://www.thueringerenergie.de/Ueber_uns/Mediathek/Veroeffentlichungspflichten/Stromkennzeichnung,,Schwerborner Straße 30,99087,Erfurt,https://www.thueringerenergie.de/Default,A,X,,,,,,,,,
,TOTAL Energie Gas GmbH,http://www.gas-strom.total.de/stromkennzeichnung,,,,,,A,X,,,,,,,,,
,Turbine - eine Marke der Städtischen Werke Magdeburg GmbH & Co. KG,https://www.turbine-energie.de/wp-content/uploads/2018/11/2018-11_serviceinfo_turbine_web.pdf,,Am Alten Theater 1,39104,Magdeburg,https://www.turbine-energie.de/,A,X,,,,,,,,,
,TWH - Technische Werke Herbrechtingen GmbH,https://www.twh-gmbh.de/strom/strommix/,nicht aktuell,Bauhofstraße 8,89542,Herbrechtingen,https://www.twh-gmbh.de/,A,X,,,,,,,,,
,TWS Technische Werke der Gemeinde Saarwellingen GmbH,https://www.tws-saarwellingen.de/fileadmin/_processed_/8/d/csm_Stromkennzeichnung_TWS_2017_3442de89e0.jpg,,,,,,A,X,,,,,,,,,
True,TWS Thüringer Wärme Service GmbH,,,,,,https://www.tws-waerme.de,A,93% Erdgas,,,,,,,,,Erdgaslieferant
,Überlandwerk Eppler GmbH,http://www.ueberlandwerk.de/download/Strommix_aus_Daten_2017.pdf,,,,,,A,X,,,,,,,,,
,Überlandwerk Erding GmbH & Co. KG,https://www.stadtwerke-erding.de/de/Strom/Rechtliches-Veroeffentlichungspflichten/,,Am Gries 21,85435,Erding,https://www.stadtwerke-erding.de/de/Strom/Rechtliches-Veroeffentlichungspflichten/,A,X,gehört zu den Stadtwerken,,,,,,,,
,Überlandwerk Krumbach GmbH,https://www.uewk.de/privatkunden/energieloesungen,nicht aktuell,Bahnhofstraße 4,86381,Krumbach,https://www.uewk.de/,A,X,,,,,,,,,
,Überlandwerk Leinetal GmbH,https://www.uewl.de/strom/stromkennzeichnung.html,,Am Eltwerk 1,31028,Gronau,https://www.uewl.de/,A,X,,,,,,,,,
,Überlandwerk Rhön GmbH,https://www.uew-rhoen.de/de/Strom/Informationen/Stromkennzeichnung/Stromkennzeichnung/Bilanzierung-Stromkennzeichnung-2017-Stromrechnung-I.pdf,,Sondheimer Str. 5,97638,Mellrichstadt,https://www.uew-rhoen.de/,A,X,,,,,,,,,
